Sample	Mdl704	RA_20grp	RA_11grp	RA_6grp	PA_20grp	PA_11grp	PA_6grp	DAYNUM	X_coord	Y_coord	WA_hect	WA_ha_lg	M_Slope	M_Slp_sqt	Mareco	Wcrdeco	Bsnrgeco	Eco1	Eco3	Eco4	Eco9	Eco10	Eco11	Eco12	Eco78	Pcp_ann	Tmx_ann	Wetdays	Loolith	Maflith	Litho1	Litho2	Litho4	Litho5	Litho6	Litho7	Litho8	Elev_m	El_m_sqt	Strm_pwr	Strpw_lg
01075CSR	N							239	-123.23965	42.1018	938.8937208	2.972616435	8.1	2.846049894	0	1	0	0	0	0	0	0	0	0	1	1267	137	119	0	0	0	0	1	0	0	0	0	941	30.6757233	248.1951189	2.394793236
01076CSR	N							219	-123.28647	42.5602	3016.059141	3.479439853	3.1	1.760681686	0	1	0	0	0	0	0	0	0	0	1	1067	167	121	0	1	0	0	0	0	0	1	0	484	22	170.2478439	2.23108162
01085CSR	N							242	-122.57764	44.6233	41.8542516	1.621739581	13.8	3.714835124	0	1	0	0	0	1	0	0	0	0	0	2499	145	192	0	1	0	0	0	0	0	1	0	1064	32.61901286	89.27890946	1.950748877
01086CSR	N							211	-122.73079	44.49908	6218.367396	3.793676378	0.5	0.707106781	1	0	0	0	1	0	0	0	0	0	0	1259	168	150	0	0	1	0	0	0	0	0	0	148	12.16552506	39.42831278	1.595808193
01089CSR	N							262	-122.94762	44.19571	381.276833	2.581240418	7.5	2.738612788	0	1	0	0	0	1	0	0	0	0	0	1629	163	165	1	0	0	0	0	0	1	0	0	413	20.32240143	146.4473348	2.165681472
01092CSR	N							241	-122.81807	43.54487	184.4300318	2.265831641	14	3.741657387	0	1	0	0	0	1	0	0	0	0	0	1645	163	160	0	1	0	0	0	0	0	1	0	660	25.69046516	190.1270266	2.279043856
01094CSR	N							212	-122.11344	44.63671	3672.78725	3.564995772	1.8	1.341640786	0	1	0	0	0	1	0	0	0	0	0	2323	144	173	0	0	1	0	0	0	0	0	0	607	24.63736999	109.0863451	2.037770391
01096CSR	N							212	-122.9543	44.36308	2869.135934	3.457751125	0.4	0.632455532	1	0	0	0	1	0	0	0	0	0	0	1273	168	149	1	0	0	0	0	1	0	0	0	109	10.44030651	21.42572635	1.330935554
01102CSR	N							240	-123.17936	43.94159	460.851538	2.663561041	1.5	1.224744871	1	0	0	0	1	0	0	0	0	0	0	1198	174	141	0	0	0	0	1	0	0	0	0	199	14.10673598	32.20117949	1.50787178
01104CSR	N							220	-122.26541	43.77886	409.7764524	2.612546998	8.6	2.93257566	0	1	0	0	0	1	0	0	0	0	0	1563	152	158	1	0	0	0	0	0	1	0	0	742	27.23967694	174.0892484	2.24077195
01105CSR	N							219	-122.13804	43.79792	836.9486818	2.92269883	6.2	2.48997992	0	1	0	0	0	1	0	0	0	0	0	1655	131	159	1	0	0	1	0	0	0	0	0	1119	33.45145737	179.3664052	2.253741104
01109CSR	N							221	-122.29716	43.59313	1462.57883	3.165119283	4.8	2.19089023	0	1	0	0	0	1	0	0	0	0	0	1643	138	160	0	0	1	0	0	0	0	0	0	1060	32.55764119	183.5696495	2.263800879
01111CSR	N							227	-123.18966	45.71291	716.7845048	2.855388608	2.3	1.516575089	1	0	0	0	1	0	0	0	0	0	0	1428	154	159	0	0	0	0	1	0	0	0	0	131	11.44552314	61.57751238	1.78942214
01112CSR	N							255	-122.30204	45.3234	20392.57354	4.309472037	1.9	1.378404875	1	0	0	0	1	0	0	0	0	0	0	1391	167	159	0	0	0	0	1	0	0	0	0	137	11.70469991	271.3248799	2.43348962
01114CSR	N							225	-123.06646	45.73517	3457.226889	3.538727882	2	1.414213562	1	0	0	1	0	0	0	0	0	0	0	1678	146	171	0	0	0	0	1	0	0	0	0	182	13.49073756	117.5963756	2.070393937
01115CSR	N							184	-122.4908	45.06395	30376.69353	4.4825405	1.2	1.095445115	0	1	0	0	0	1	0	0	0	0	0	1561	160	155	1	0	0	0	0	0	1	0	0	191	13.82027496	209.1469309	2.320451496
01116CSR	N							225	-123.06064	45.7126	502.217842	2.700892138	8.6	2.93257566	1	0	0	0	1	0	0	0	0	0	0	1621	150	169	0	0	0	0	1	0	0	0	0	165	12.84523258	192.7278693	2.28494452
01117CSR	N							213	-123.43328	44.37964	1376.439085	3.138756996	4.2	2.049390153	1	0	0	1	0	0	0	0	0	0	0	1807	172	153	0	1	0	0	0	0	0	1	0	171	13.07669683	155.8216463	2.192627789
01118CSR	N							228	-123.50143	44.11375	1424.96074	3.153802899	0.6	0.774596669	1	0	0	0	1	0	0	0	0	0	0	1541	177	150	0	1	0	0	0	0	0	1	0	150	12.24744871	22.6491913	1.3550527
01123CSR	N							256	-123.64658	45.1914	406.1095626	2.608643216	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2967	156	196	0	0	0	0	1	0	0	0	0	309	17.57839583	58.44126471	1.766719606
01126CSR	N							248	-122.50803	44.9739	66.9523988	1.825766142	10.9	3.301514804	0	1	0	0	0	1	0	0	0	0	0	1985	145	169	0	0	1	0	0	0	0	0	0	651	25.51470164	89.18864559	1.950309569
01127CSR	N							254	-122.36801	45.22773	1075.317963	3.031536901	7.3	2.701851217	1	0	0	0	1	0	0	0	0	0	0	1549	164	166	0	0	0	0	1	0	0	0	0	199	14.10673598	239.3819004	2.37909131
02001CSR	N							175	-123.63257	44.82279	1641.757153	3.215308917	0.6	0.774596669	1	0	0	1	0	0	0	0	0	0	0	3056	147	177	1	0	0	1	0	0	0	0	0	340	18.43908891	24.31116154	1.385805709
02005CSR	N							182	-123.82143	44.28299	6060.886152	3.782536126	0.3	0.547722558	1	0	0	1	0	0	0	0	0	0	0	2066	177	156	0	0	0	0	1	0	0	0	0	84	9.16515139	23.35550799	1.368389318
02060CSR	N							219	-123.84051	43.21115	36.3974114	1.561070498	8.1	2.846049894	1	0	0	1	0	0	0	0	0	0	0	2278	163	173	0	0	0	0	1	0	0	0	0	668	25.84569597	48.86751643	1.689020268
02062REF	N							220	-123.26862	45.59741	233.181095	2.367693337	3.8	1.949358869	1	0	0	0	1	0	0	0	0	0	0	1673	150	165	0	1	0	0	0	0	0	1	0	194	13.92838828	58.02701967	1.763630265
02064REF	N							224	-123.3006	43.932	240.368814	2.380878121	1.5	1.224744871	1	0	0	0	1	0	0	0	0	0	0	1179	176	139	0	0	0	0	1	0	0	0	0	158	12.56980509	23.25574835	1.366530319
02066CSR	N							224	-123.88329	45.91184	12334.12742	4.091108431	0.6	0.774596669	1	0	0	1	0	0	0	0	0	0	0	2164	153	186	0	0	0	0	1	0	0	0	0	29	5.385164807	66.63547007	1.823705466
02073CSR	N							226	-123.6231	45.22879	44.1637084	1.645065534	5.5	2.34520788	1	0	0	1	0	0	0	0	0	0	0	2732	158	192	0	0	0	0	1	0	0	0	0	358	18.92088793	36.5506796	1.562895456
02074CSR	N							226	-124.3838	42.80792	20347.45295	4.308510053	0.2	0.447213595	1	0	0	1	0	0	0	0	0	0	0	2685	168	161	0	0	0	0	1	0	0	0	0	24	4.898979486	28.5288997	1.455285022
02075CSR	N							226	-124.30614	42.80419	16877.10934	4.227298064	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2726	165	164	0	0	0	0	1	0	0	0	0	51	7.141428429	64.95596458	1.812619036
02076CSR	N							226	-123.6107	43.4563	4314.927505	3.634973504	0.8	0.894427191	1	0	0	1	0	0	0	0	0	0	0	1186	179	131	0	0	0	0	1	0	0	0	0	116	10.77032961	52.55048623	1.720576739
02079CSR	N							231	-123.02138	44.90789	1022.017172	3.009458193	0.4	0.632455532	1	0	0	0	1	0	0	0	0	0	0	1024	173	134	1	0	0	0	0	1	0	0	0	59	7.681145748	12.78760132	1.106789088
02083CSR	N							232	-122.67275	45.43169	1320.215464	3.120644816	0.8	0.894427191	1	0	0	0	1	0	0	0	0	0	0	1081	173	143	1	0	0	1	0	0	0	0	0	30	5.477225575	29.06781549	1.463412395
02091CSR	N							238	-122.84016	44.2179	4420.617117	3.645482901	1.1	1.048808848	0	1	0	0	0	1	0	0	0	0	0	1214	165	147	0	0	1	0	0	0	0	0	0	195	13.96424004	73.13649371	1.864134136
02092CSR	N							239	-123.82396	45.28521	7457.216586	3.872576757	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2256	158	177	0	1	0	0	0	0	0	1	0	38	6.164414003	43.17758848	1.635258383
02093CSR	N							239	-122.11478	44.21352	128.8282814	2.110011213	11.4	3.376388603	0	1	0	0	0	1	0	0	0	0	0	2383	143	179	0	0	1	0	0	0	0	0	0	1114	33.37663854	129.3929034	2.111910458
02094CSR	N							239	-122.50419	43.64685	1575.249005	3.197349214	8.6	2.93257566	0	1	0	0	0	1	0	0	0	0	0	1638	145	163	0	0	1	0	0	0	0	0	0	608	24.65765601	341.3288978	2.533173058
02097CSR	N							240	-123.53543	44.54982	392.5971364	2.593947128	2.8	1.673320053	1	0	0	1	0	0	0	0	0	0	0	2351	152	177	0	1	0	0	0	0	0	1	0	310	17.60681686	55.4793795	1.744131595
02103CSR	N							247	-122.78133	45.14028	17382.25972	4.240106235	0.1	0.316227766	1	0	0	0	1	0	0	0	0	0	0	1035	174	139	1	0	0	1	0	0	0	0	0	34	5.830951895	13.18417981	1.120053117
02119CSR	N							260	-123.36593	44.45131	3781.906251	3.577710759	0.2	0.447213595	1	0	0	0	1	0	0	0	0	0	0	1338	167	131	1	0	0	0	0	1	0	0	0	83	9.110433579	12.29944105	1.089885375
02122CSR	N							261	-123.8452	43.42445	2801.115391	3.447331	3	1.732050808	1	0	0	1	0	0	0	0	0	0	0	1896	174	161	0	0	0	0	1	0	0	0	0	230	15.16575089	158.7766939	2.200786755
02124CSR	N							261	-122.57569	43.95938	777.7116004	2.890818577	3	1.732050808	0	1	0	0	0	1	0	0	0	0	0	1410	167	154	0	0	1	0	0	0	0	0	0	362	19.02629759	83.66244321	1.922530543
02129CSR	N							266	-123.34352	42.17931	947.8252658	2.976728281	6.5	2.549509757	0	1	0	0	0	0	0	0	0	0	1	1138	156	113	1	0	0	1	0	0	0	0	0	579	24.06241883	200.1140112	2.301277497
02140CSR	N							275	-123.59894	43.9049	39182.1061	4.593087776	0.4	0.632455532	1	0	0	1	0	0	0	0	0	0	0	1334	175	139	1	0	0	1	0	0	0	0	0	127	11.26942767	79.17788186	1.898603879
03001BPA	N							197	-119.5295	44.92429	19029.11766	4.279418652	1.2	1.095445115	0	1	0	0	0	0	0	0	1	0	0	369	154	87	0	1	0	0	0	0	0	1	0	819	28.61817604	165.5352815	2.218890572
03002BPA	N							203	-118.75058	45.04247	220.0186478	2.342459491	12.1	3.478505426	0	1	0	0	0	0	0	0	1	0	0	786	120	117	0	1	0	0	0	0	0	1	0	1549	39.35733731	179.4796095	2.254015116
03003BPA	N							203	-118.77764	44.76948	2506.465441	3.399061721	4	2	0	1	0	0	0	0	0	0	1	0	0	623	125	105	0	0	1	0	0	0	0	0	0	1322	36.35931793	200.2584507	2.301590852
03004BPA	N							204	-118.60358	45.0155	1087.308284	3.036352697	1.9	1.378404875	0	1	0	0	0	0	0	0	1	0	0	798	112	118	0	0	0	0	1	0	0	0	0	1554	39.42080669	62.65128014	1.796929949
03005BPA	N							204	-118.69614	44.78433	490.2048634	2.690377616	1.8	1.341640786	0	1	0	0	0	0	0	0	1	0	0	837	107	118	1	0	0	1	0	0	0	0	0	1831	42.79018579	39.85302695	1.600461313
03006BPA	N							204	-119.41695	44.27661	11904.28079	4.075703162	3.3	1.816590212	0	1	0	0	0	0	0	0	1	0	0	401	151	86	0	1	0	0	0	0	0	1	0	1067	32.66496594	360.0522431	2.556365521
03007BPA	N							205	-118.70376	44.71657	1274.080545	3.105196884	9.3	3.049590136	0	1	0	0	0	0	0	0	1	0	0	577	129	104	0	0	0	0	1	0	0	0	0	1433	37.85498646	331.9566633	2.521081391
03009BPA	N							210	-118.69229	44.6987	1316.294081	3.119352928	6	2.449489743	0	1	0	0	0	0	0	0	1	0	0	671	124	110	0	0	0	0	1	0	0	0	0	1341	36.61966685	217.6846042	2.337827715
03010BPA	N							210	-118.63893	44.66215	2781.007176	3.444202109	3.6	1.897366596	0	1	0	0	0	0	0	0	1	0	0	515	134	103	0	0	1	0	0	0	0	0	0	1237	35.17101079	189.8469199	2.278403556
03011BPA	N							210	-118.85998	44.28307	3585.207938	3.554514349	2.3	1.516575089	0	1	0	0	0	0	0	0	1	0	0	623	119	104	0	0	1	0	0	0	0	0	0	1437	37.90778284	137.7161936	2.138985011
03013BPA	N							211	-118.68776	44.69418	551.5495062	2.7415845	8	2.828427125	0	1	0	0	0	0	0	0	1	0	0	551	132	104	0	0	0	0	1	0	0	0	0	1421	37.69615365	187.8807292	2.273882237
03017BPA	N							217	-118.97236	44.67786	5700.888446	3.755942543	3	1.732050808	0	1	0	0	0	0	0	0	1	0	0	457	134	91	0	1	0	0	0	0	0	1	0	1261	35.51056181	226.512684	2.355092526
03020BPA	N							239	-118.44665	44.37483	424.4419886	2.627818341	5.1	2.258317958	0	1	0	0	0	0	0	0	1	0	0	824	125	111	0	1	0	0	0	0	0	1	0	1650	40.62019202	105.0701486	2.021479346
03021BPA	N							240	-118.43548	44.37112	248.2334288	2.394860266	10.4	3.224903099	0	1	0	0	0	0	0	0	1	0	0	824	125	111	0	1	0	0	0	0	0	1	0	1761	41.96427052	163.8564239	2.214463472
99001REM	N							187	-122.61384	45.03728	1227.978802	3.08919087	2.8	1.673320053	0	1	0	0	0	1	0	0	0	0	0	1434	164	151	0	1	0	0	0	0	0	1	0	264	16.24807681	98.11907975	1.991753466
99001SPS	N							280	-122.8484	44.70431	31207.22566	4.494255161	0.3	0.547722558	1	0	0	0	1	0	0	0	0	0	0	1225	171	150	1	0	0	1	0	0	0	0	0	91	9.539392014	52.99670093	1.724248835
99002CSR	N							187	-123.49047	45.55321	1784.722563	3.251570714	3	1.732050808	1	0	0	1	0	0	0	0	0	0	0	2859	139	200	0	1	0	0	0	0	0	1	0	321	17.91647287	126.7379307	2.102906612
99002REM	N							188	-122.25233	45.3139	4625.218077	3.665132214	2	1.414213562	0	1	0	0	0	1	0	0	0	0	0	1540	163	165	0	0	1	0	0	0	0	0	0	222	14.89966443	136.0179117	2.133596103
99003REM	N							189	-122.04003	44.96716	301.4023194	2.47914659	9.8	3.130495168	0	1	0	0	0	1	0	0	0	0	0	1669	137	155	1	0	0	0	0	0	1	0	0	614	24.77902339	170.1372351	2.230799371
99004CSR	N							188	-123.75579	45.17801	1890.026187	3.276467822	4.3	2.073644135	1	0	0	1	0	0	0	0	0	0	0	3750	148	206	0	0	0	0	1	0	0	0	0	217	14.73091986	186.9400551	2.271702366
99004SPS	N							260	-122.36875	45.39156	3614.116608	3.558002161	1	1	1	0	0	0	1	0	0	0	0	0	0	1285	170	152	0	0	0	0	1	0	0	0	0	101	10.04987562	60.1175233	1.77900108
99005SPS	N							260	-122.36375	45.38845	3521.17837	3.546688025	1.5	1.224744871	1	0	0	0	1	0	0	0	0	0	0	1285	170	152	0	0	0	0	1	0	0	0	0	109	10.44030651	89.00927666	1.949435272
99006REM	N							195	-122.3945	43.83501	532.459669	2.726286718	44.6	6.678323143	0	1	0	0	0	1	0	0	0	0	0	1515	161	158	0	1	0	0	0	0	0	1	0	568	23.83275058	1029.148908	3.012478218
99006SPS	N							260	-122.31463	45.36528	2100.678749	3.322359642	0.7	0.836660027	1	0	0	0	1	0	0	0	0	0	0	1473	167	161	0	0	0	0	1	0	0	0	0	184	13.56465997	32.08321348	1.506277861
99007UAA	N							239	-118.22462	42.16878	4070.555983	3.609653732	2.8	1.673320053	0	0	1	0	0	0	0	0	0	1	0	429	144	65	0	0	1	0	0	0	0	0	0	1645	40.55859958	178.6425451	2.251984897
99008REM	N							201	-122.1072	44.27117	483.1474256	2.68407967	10.2	3.193743885	0	1	0	0	0	1	0	0	0	0	0	2218	139	170	0	0	1	0	0	0	0	0	0	848	29.12043956	224.2022706	2.350640007
99009CSR	N							194	-122.55362	43.14074	4005.34822	3.602640279	1.8	1.341640786	0	1	0	0	0	1	0	0	0	0	0	1289	147	140	0	1	0	0	0	0	0	1	0	790	28.10693865	113.9180768	2.056592645
99010UAA	N							239	-118.27378	42.29874	10927.11757	4.038505616	0.6	0.774596669	0	0	1	0	0	0	0	0	0	1	0	206	164	51	1	0	0	1	0	0	0	0	0	1351	36.7559519	62.71971242	1.797404058
99011REM	N							209	-122.53284	44.32166	4739.488041	3.675731432	2.1	1.449137675	0	1	0	0	0	1	0	0	0	0	0	1943	152	174	0	1	0	0	0	0	0	1	0	426	20.63976744	144.5722735	2.160085011
99012CSR	N							200	-123.12726	43.12151	3036.5934	3.482386644	1.5	1.224744871	0	1	0	0	0	0	0	0	0	0	1	1038	183	128	0	0	1	0	0	0	0	0	0	333	18.24828759	82.65794064	1.917284581
99012REM	N							210	-122.5698	44.57867	6326.313057	3.801150679	2.3	1.516575089	0	1	0	0	0	1	0	0	0	0	0	1803	151	166	0	0	1	0	0	0	0	0	0	400	20	182.9376836	2.262303176
99014REM	N							216	-121.78234	45.46436	3250.158274	3.51190451	1	1	0	1	0	0	0	1	0	0	0	0	0	2651	116	188	1	0	0	1	0	0	0	0	0	690	26.26785107	57.01015939	1.755952255
99015CSR	N							203	-122.98454	42.09598	1564.711603	3.194434303	6.3	2.50998008	0	1	0	0	0	0	0	0	0	0	1	775	130	105	0	0	1	0	0	0	0	0	0	831	28.82707061	249.2055447	2.396557701
99016CSR	N							208	-124.10581	44.17071	3812.509791	3.581210968	1.1	1.048808848	1	0	0	1	0	0	0	0	0	0	0	1944	160	158	0	1	0	0	0	0	0	1	0	4	2	67.9200769	1.831998169
99016REM	N							223	-122.1678	45.09758	8556.269599	3.93228446	2.8	1.673320053	0	1	0	0	0	1	0	0	0	0	0	1859	133	169	0	1	0	0	0	0	0	1	0	424	20.59126028	259.0002966	2.413300261
99016SEO	N							280	-118.86738	42.80114	53405.51525	4.727586109	0.2	0.447213595	0	0	1	0	0	0	0	0	0	1	0	312	159	66	0	1	0	0	0	0	0	1	0	1294	35.9722115	46.21926665	1.66482305
99017REM	N							222	-122.38328	44.9817	8571.546486	3.933059185	1.5	1.224744871	0	1	0	0	0	1	0	0	0	0	0	2348	128	184	0	0	1	0	0	0	0	0	0	461	21.47091055	138.8739702	2.142620851
99018REM	N							223	-122.1622	45.06484	3079.698675	3.488508226	6.9	2.626785107	0	1	0	0	0	1	0	0	0	0	0	2099	121	176	0	1	0	0	0	0	0	1	0	588	24.24871131	382.9157269	2.583103204
99019REM	N							228	-122.58659	43.62246	2517.610553	3.40098855	4.2	2.049390153	0	1	0	0	0	1	0	0	0	0	0	1736	124	168	0	1	0	0	0	0	0	1	0	858	29.29163703	210.7383452	2.323743566
99019SEO	N							279	-118.37079	42.18675	9263.026902	3.966752925	1.8	1.341640786	0	0	1	0	0	0	0	0	0	1	0	316	158	59	1	0	0	1	0	0	0	0	0	1430	37.8153408	173.2403162	2.238648968
99020REM	N							230	-122.25125	43.43758	670.4513312	2.826367257	12.5	3.535533906	0	1	0	0	0	1	0	0	0	0	0	1416	134	146	0	0	1	0	0	0	0	0	0	1167	34.16138171	323.6634371	2.510093642
99022REM	N							235	-122.3901	44.37375	11802.79456	4.071984848	1.6	1.264911064	0	1	0	0	0	1	0	0	0	0	0	1636	158	158	0	1	0	0	0	0	0	1	0	361	19	173.8250675	2.240112407
99023CSR	N							215	-122.7348	44.25927	7403.245374	3.869422144	1.4	1.183215957	0	1	0	0	0	1	0	0	0	0	0	1472	163	160	0	0	1	0	0	0	0	0	0	271	16.46207763	120.4589595	2.080839108
99025CSR	N							217	-123.10255	44.94756	365.1256056	2.56244229	3.4	1.843908891	1	0	0	0	1	0	0	0	0	0	0	1235	171	141	0	1	0	0	0	0	0	1	0	128	11.3137085	64.96808448	1.812700062
99025GRD	N							200	-118.40506	45.26295	14710.00902	4.167612939	0.9	0.948683298	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1022	31.96873473	109.1563434	2.038048979
99026CSR	N							215	-123.55044	45.27777	2227.588013	3.347834872	2.45	1.565247584	1	0	0	1	0	0	0	0	0	0	0	2404	150	182	0	0	0	0	1	0	0	0	0	274	16.55294536	115.6334599	2.06308352
99029CSR	N							221	-123.73022	42.29803	176.391439	2.246477503	18.6	4.312771731	0	1	0	0	0	0	0	0	0	0	1	1550	175	111	0	0	1	0	0	0	0	0	0	342	18.49324201	247.0311362	2.392751696
99029REM	N							264	-122.2901	44.98764	5403.908	3.732707947	1.6	1.264911064	0	1	0	0	0	1	0	0	0	0	0	2527	117	190	0	0	1	0	0	0	0	0	0	674	25.96150997	117.6180449	2.070473956
99030CSR	N							222	-123.81348	42.38035	456.876343	2.659798671	17.5	4.183300133	0	1	0	0	0	0	0	0	0	0	1	2036	174	133	0	1	0	0	0	0	0	0	1	301	17.34935157	374.0566535	2.572937384
99031REM	N							256	-122.63692	43.74323	307.906669	2.488419095	18.4	4.289522118	0	1	0	0	0	1	0	0	0	0	0	1653	151	165	1	0	0	0	0	0	1	0	0	789	28.08914381	322.8697599	2.509027371
99035CSR	N							231	-122.46295	43.46533	169.687217	2.229649127	9.5	3.082207001	0	1	0	0	0	1	0	0	0	0	0	1521	147	154	0	1	0	0	0	0	0	1	0	1166	34.14674216	123.7508438	2.092548169
99037CSR	N							236	-122.10308	44.7821	36.466598	1.56189525	25.4	5.039841267	0	1	0	0	0	1	0	0	0	0	0	2334	138	173	0	1	0	0	0	0	0	1	0	1065	32.63433774	153.3844528	2.185781341
99038CSR	N							237	-123.45477	45.24281	1644.368037	3.215999026	3.8	1.949358869	1	0	0	1	0	0	0	0	0	0	0	2291	143	174	0	1	0	0	0	0	0	1	0	415	20.37154879	154.0930708	2.18778311
99040CSR	N							236	-123.50692	45.93208	6246.581772	3.79564243	0.3	0.547722558	1	0	0	1	0	0	0	0	0	0	0	2345	151	192	1	0	0	1	0	0	0	0	0	148	12.16552506	23.71059593	1.37494247
99042CSR	N							238	-123.78605	45.09406	3673.042957	3.565026008	0.3	0.547722558	1	0	0	1	0	0	0	0	0	0	0	2716	163	187	0	0	0	0	1	0	0	0	0	127	11.26942767	18.18169041	1.259634258
99046CSR	N							231	-123.51297	43.6808	5449.493069	3.736356105	0.7	0.836660027	1	0	0	1	0	0	0	0	0	0	0	1290	179	134	0	0	0	0	1	0	0	0	0	33	5.744562647	51.67447729	1.713276092
99048CSR	N							230	-123.12709	45.50805	1485.934365	3.171999627	0.3	0.547722558	1	0	0	0	1	0	0	0	0	0	0	1109	170	145	1	0	0	1	0	0	0	0	0	48	6.92820323	11.56434576	1.063121068
99052CSR	N							243	-123.90407	45.76123	61.4664274	1.788637971	8.3	2.880972058	1	0	0	1	0	0	0	0	0	0	0	3296	150	209	0	0	0	0	1	0	0	0	0	281	16.76305461	65.07243797	1.813397078
99053CSR	N							244	-123.83828	45.74799	475.4867292	2.6771384	4	2	1	0	0	1	0	0	0	0	0	0	0	2219	153	184	0	0	0	0	1	0	0	0	0	12	3.464101615	87.22263277	1.940629191
99058CSR	N							258	-124.32516	43.27683	66.9985232	1.82606523	2.2	1.483239697	1	0	0	1	0	0	0	0	0	0	0	1643	166	149	0	0	0	0	1	0	0	0	0	12	3.464101615	18.00757764	1.255455296
99061CSR	N							264	-123.4852	44.356	1518.976428	3.181551034	1.3	1.140175425	1	0	0	1	0	0	0	0	0	0	0	1913	172	158	0	0	0	0	1	0	0	0	0	277	16.64331698	50.66626258	1.70471887
99065CSR	N							271	-123.28575	45.73653	3502.321582	3.54435602	0.9	0.948683298	1	0	0	1	0	0	0	0	0	0	0	1635	152	165	0	0	0	0	1	0	0	0	0	262	16.18641406	53.26237398	1.72642052
99068CSR	N							251	-123.88043	43.25559	425.7791916	2.629184433	2.6	1.61245155	1	0	0	1	0	0	0	0	0	0	0	1926	169	160	0	0	0	0	1	0	0	0	0	175	13.22875656	53.64948588	1.729565565
99069CSR	N							230	-124.02975	42.76824	32.0629316	1.506003229	34.6	5.882176468	1	0	0	1	0	0	0	0	0	0	0	2553	172	167	0	0	0	0	1	0	0	0	0	706	26.57066051	195.9195222	2.292077713
99070CSR	N							250	-123.93506	43.57391	1561.049164	3.193416581	2.5	1.58113883	1	0	0	1	0	0	0	0	0	0	0	2099	166	167	0	0	0	0	1	0	0	0	0	295	17.17556404	98.77528676	1.994648299
99071CSR	N							250	-123.46384	43.77416	2192.918244	3.341022441	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	1345	171	143	0	0	0	0	1	0	0	0	0	216	14.69693846	23.41430249	1.369481225
99072CSR	N							252	-123.75561	43.19466	696.1414082	2.842697467	1.7	1.303840481	1	0	0	1	0	0	0	0	0	0	0	2212	156	171	0	0	0	0	1	0	0	0	0	590	24.2899156	44.85363608	1.651797655
99073CSR	N							251	-122.58908	43.51624	2962.084692	3.471597472	1.7	1.303840481	0	1	0	0	0	1	0	0	0	0	0	1578	157	157	0	1	0	0	0	0	0	1	0	641	25.3179778	92.52256352	1.966247657
H108271	N							185	-123.560997	44.1427002	1892.290039	3.276987703	1.126802218	1.061509406	1	0	0	1	0	0	0	0	0	0	0	1833	175	159	0	0	0	0	1	0	0	0	0	146	12.08304597	49.01641506	1.690341545
H108277	N							193	-124.31639	42.71132	738.052002	2.868086963	3.078787879	1.754647508	1	0	0	1	0	0	0	0	0	0	0	3076	171	170	0	0	0	0	1	0	0	0	0	183	13.52774926	83.64177669	1.922423249
H108279	N							194	-123.73104	42.29906	2019.810059	3.305310531	4.482352941	2.117156806	0	1	0	0	0	0	0	0	0	0	1	1550	175	111	0	0	1	0	0	0	0	0	0	366	19.13112647	201.4472371	2.304161315
H108280	N							195	-123.81155	42.37976111	466.8878248	2.669212549	13.4718232	3.670398235	0	1	0	0	0	0	0	0	0	0	1	2036	174	133	0	1	0	0	0	0	0	0	1	301	17.34935157	291.0935946	2.464032649
H108306	N							223	-122.21199	44.51735	17256	4.236940132	1.112408759	1.054707902	0	1	0	0	0	1	0	0	0	0	0	2333	138	176	0	1	0	0	0	0	0	1	0	589	24.2693222	146.1283451	2.164734466
H108317	N							189	-123.882004	45.25419998	813.9279785	2.910585977	1.477818182	1.215655454	1	0	0	1	0	0	0	0	0	0	0	2293	159	178	0	0	0	0	1	0	0	0	0	80	8.94427191	42.16130008	1.624913994
H108318	N							195	-123.519997	42.0931015	5745.410156	3.759321038	2.018543046	1.420754393	0	1	0	0	0	0	0	0	0	0	1	1251	176	102	0	0	0	0	1	0	0	0	0	566	23.79075451	153.0025025	2.184698534
H108323	N							220	-122.167999	44.1617012	38937.10156	4.59036362	6.157575758	2.481446304	0	1	0	0	0	1	0	0	0	0	0	1384	164	140	1	0	0	1	0	0	0	0	0	435	20.85665361	1215.042793	3.084591574
H108326	N							187	-123.694	43.95230103	1109.52002	3.045135143	2.667833698	1.633350452	1	0	0	1	0	0	0	0	0	0	0	1577	171	148	0	0	0	0	1	0	0	0	0	160	12.64911064	88.86409561	1.948726325
H108327	N							188	-124.0087111	44.21292222	3528.376373	3.547574905	0.973024741	0.986420165	1	0	0	1	0	0	0	0	0	0	0	2244	165	168	0	1	0	0	0	0	0	1	0	108	10.39230485	57.79780372	1.761911336
H108334	N							194	-124.0886333	42.48740278	8202.028272	3.913921262	6.157575758	2.481446304	0	1	0	0	0	0	0	0	0	0	1	2484	190	147	1	0	0	0	0	0	1	0	0	169	13	557.6611561	2.746370395
H108356	N							218	-122.4616694	43.68946389	402.4820316	2.604746496	2.988235294	1.728651293	0	1	0	0	0	1	0	0	0	0	0	1380	161	152	0	0	1	0	0	0	0	0	0	506	22.49444376	59.94984149	1.777788039
